Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Guangdong,China,23.3417,113.4244,2020-07-03,1643,8,1629,6,Western Pacific
Guangxi,China,23.8298,108.7881,2020-07-03,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,2020-07-03,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,2020-07-03,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,2020-07-03,349,6,0,343,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-07-03,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,2020-07-03,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,2020-07-03,1247,7,1125,115,Western Pacific
Hubei,China,30.9756,112.2707,2020-07-03,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,2020-07-03,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-07-03,238,1,237,0,Western Pacific
Jiangsu,China,32.9711,119.455,2020-07-03,654,0,654,0,Western Pacific
Jiangxi,China,27.614,115.7221,2020-07-03,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,2020-07-03,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,2020-07-03,156,2,149,5,Western Pacific
Macau,China,22.1667,113.55,2020-07-03,46,0,45,1,Western Pacific
Ningxia,China,37.2692,106.1655,2020-07-03,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020-07-03,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-07-03,320,3,310,7,Western Pacific
Shandong,China,36.3427,118.1498,2020-07-03,792,7,785,0,Western Pacific
Shanghai,China,31.202,121.4491,2020-07-03,715,7,681,27,Western Pacific
Shanxi,China,37.5777,112.2922,2020-07-03,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,2020-07-03,595,3,581,11,Western Pacific
Tianjin,China,39.3054,117.323,2020-07-03,198,3,194,1,Western Pacific
Tibet,China,31.6927,88.0924,2020-07-03,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-07-03,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,2020-07-03,186,2,183,1,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-07-03,1269,1,1267,1,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2020-07-03,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020-07-03,13,0,13,0,Europe
French Guiana,France,3.9339,-53.1258,2020-07-03,4558,16,1777,2765,Europe
French Polynesia,France,-17.6797,149.4068,2020-07-03,62,0,60,2,Europe
Guadeloupe,France,16.265,-61.551,2020-07-03,184,14,157,13,Europe
Mayotte,France,-12.8275,45.166244,2020-07-03,2661,35,2375,251,Europe
New Caledonia,France,-20.904305,165.618042,2020-07-03,21,0,21,0,Europe
Reunion,France,-21.1151,55.5364,2020-07-03,533,2,472,59,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-07-03,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,2020-07-03,43,3,37,3,Europe
Martinique,France,14.6415,-61.0242,2020-07-03,249,14,98,137,Europe
Aruba,Netherlands,12.5211,-69.9683,2020-07-03,104,3,98,3,Europe
Curacao,Netherlands,12.1696,-68.99,2020-07-03,23,1,19,3,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-07-03,77,15,62,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-07-03,146,9,137,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-07-03,201,1,194,6,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-07-03,571,47,512,12,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-07-03,178,0,176,2,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-07-03,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2020-07-03,11,1,10,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,2020-07-03,5,0,0,5,Americas
Yukon,Canada,64.2823,-135.0,2020-07-03,11,0,0,11,Americas
Anguilla,United Kingdom,18.2206,-63.0686,2020-07-03,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-07-03,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-07-03,44,2,11,31,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-07-03,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-07-03,1,0,1,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-07-04,108,3,105,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-07-04,3419,49,2988,382,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-07-04,30,0,29,1,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-07-04,1067,6,1055,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-07-04,443,4,436,3,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-07-04,228,13,215,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-07-04,2536,20,1971,545,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-07-04,612,9,600,3,Western Pacific
Alberta,Canada,53.9333,-116.5765,2020-07-04,8259,155,0,8104,Americas
British Columbia,Canada,53.7267,-127.6476,2020-07-04,2947,177,0,2770,Americas
Manitoba,Canada,53.7609,-98.8139,2020-07-04,325,7,0,318,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-07-04,165,2,0,163,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-07-04,261,3,0,258,Americas
Nova Scotia,Canada,44.682,-63.7443,2020-07-04,1064,63,0,1001,Americas
Ontario,Canada,51.2538,-85.3232,2020-07-04,37525,2744,0,34781,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-07-04,30,0,0,30,Americas
Quebec,Canada,52.9399,-73.5491,2020-07-04,55784,5566,0,50218,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-07-04,796,14,0,782,Americas
Anhui,China,31.8257,117.2264,2020-07-04,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,2020-07-04,928,9,595,324,Western Pacific
Chongqing,China,30.0572,107.874,2020-07-04,582,6,574,2,Western Pacific
Fujian,China,26.0789,117.9874,2020-07-04,363,1,360,2,Western Pacific
Gansu,China,35.7518,104.2861,2020-07-04,167,2,154,11,Western Pacific
Guangdong,China,23.3417,113.4244,2020-07-04,1643,8,1631,4,Western Pacific
Guangxi,China,23.8298,108.7881,2020-07-04,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,2020-07-04,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,2020-07-04,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,2020-07-04,349,6,0,343,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-07-04,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,2020-07-04,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,2020-07-04,1258,7,1145,106,Western Pacific
Hubei,China,30.9756,112.2707,2020-07-04,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,2020-07-04,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-07-04,238,1,237,0,Western Pacific
Jiangsu,China,32.9711,119.455,2020-07-04,654,0,654,0,Western Pacific
Jiangxi,China,27.614,115.7221,2020-07-04,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,2020-07-04,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,2020-07-04,156,2,150,4,Western Pacific
Macau,China,22.1667,113.55,2020-07-04,46,0,45,1,Western Pacific
Ningxia,China,37.2692,106.1655,2020-07-04,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020-07-04,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-07-04,320,3,311,6,Western Pacific
Shandong,China,36.3427,118.1498,2020-07-04,792,7,785,0,Western Pacific
Shanghai,China,31.202,121.4491,2020-07-04,716,7,681,28,Western Pacific
Shanxi,China,37.5777,112.2922,2020-07-04,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,2020-07-04,596,3,581,12,Western Pacific
Tianjin,China,39.3054,117.323,2020-07-04,199,3,194,2,Western Pacific
Tibet,China,31.6927,88.0924,2020-07-04,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-07-04,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,2020-07-04,186,2,183,1,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-07-04,1269,1,1267,1,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2020-07-04,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020-07-04,13,0,13,0,Europe
French Guiana,France,3.9339,-53.1258,2020-07-04,4913,16,1866,3031,Europe
French Polynesia,France,-17.6797,149.4068,2020-07-04,62,0,60,2,Europe
Guadeloupe,France,16.265,-61.551,2020-07-04,184,14,157,13,Europe
Mayotte,France,-12.8275,45.166244,2020-07-04,2661,35,2375,251,Europe
New Caledonia,France,-20.904305,165.618042,2020-07-04,21,0,21,0,Europe
Reunion,France,-21.1151,55.5364,2020-07-04,536,2,472,62,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-07-04,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,2020-07-04,43,3,37,3,Europe
Martinique,France,14.6415,-61.0242,2020-07-04,249,14,98,137,Europe
Aruba,Netherlands,12.5211,-69.9683,2020-07-04,105,3,98,4,Europe
Curacao,Netherlands,12.1696,-68.99,2020-07-04,23,1,19,3,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-07-04,78,15,63,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-07-04,146,9,137,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-07-04,201,1,194,6,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-07-04,571,47,512,12,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-07-04,178,0,176,2,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-07-04,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2020-07-04,11,1,10,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,2020-07-04,5,0,0,5,Americas
Yukon,Canada,64.2823,-135.0,2020-07-04,11,0,0,11,Americas
Anguilla,United Kingdom,18.2206,-63.0686,2020-07-04,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-07-04,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-07-04,45,2,11,32,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-07-04,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-07-04,1,0,1,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-07-05,108,3,105,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-07-05,3429,49,2988,392,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-07-05,30,0,29,1,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-07-05,1067,6,1055,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-07-05,443,4,436,3,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-07-05,228,13,215,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-07-05,2660,22,1992,646,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-07-05,618,9,600,9,Western Pacific
Alberta,Canada,53.9333,-116.5765,2020-07-05,8259,155,0,8104,Americas
British Columbia,Canada,53.7267,-127.6476,2020-07-05,2947,177,0,2770,Americas
Manitoba,Canada,53.7609,-98.8139,2020-07-05,325,7,0,318,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-07-05,165,2,0,163,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-07-05,261,3,0,258,Americas
Nova Scotia,Canada,44.682,-63.7443,2020-07-05,1064,63,0,1001,Americas
Ontario,Canada,51.2538,-85.3232,2020-07-05,37653,2743,0,34910,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-07-05,32,0,0,32,Americas
Quebec,Canada,52.9399,-73.5491,2020-07-05,55863,5574,0,50289,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-07-05,796,14,0,782,Americas
Anhui,China,31.8257,117.2264,2020-07-05,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,2020-07-05,929,9,596,324,Western Pacific
Chongqing,China,30.0572,107.874,2020-07-05,582,6,574,2,Western Pacific
Fujian,China,26.0789,117.9874,2020-07-05,363,1,360,2,Western Pacific
Gansu,China,35.7518,104.2861,2020-07-05,167,2,154,11,Western Pacific
Guangdong,China,23.3417,113.4244,2020-07-05,1643,8,1631,4,Western Pacific
Guangxi,China,23.8298,108.7881,2020-07-05,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,2020-07-05,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,2020-07-05,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,2020-07-05,349,6,0,343,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-07-05,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,2020-07-05,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,2020-07-05,1268,7,1156,105,Western Pacific
Hubei,China,30.9756,112.2707,2020-07-05,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,2020-07-05,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-07-05,239,1,237,1,Western Pacific
Jiangsu,China,32.9711,119.455,2020-07-05,654,0,654,0,Western Pacific
Jiangxi,China,27.614,115.7221,2020-07-05,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,2020-07-05,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,2020-07-05,157,2,150,5,Western Pacific
Macau,China,22.1667,113.55,2020-07-05,46,0,45,1,Western Pacific
Ningxia,China,37.2692,106.1655,2020-07-05,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020-07-05,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-07-05,321,3,311,7,Western Pacific
Shandong,China,36.3427,118.1498,2020-07-05,792,7,785,0,Western Pacific
Shanghai,China,31.202,121.4491,2020-07-05,716,7,681,28,Western Pacific
Shanxi,China,37.5777,112.2922,2020-07-05,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,2020-07-05,596,3,581,12,Western Pacific
Tianjin,China,39.3054,117.323,2020-07-05,199,3,194,2,Western Pacific
Tibet,China,31.6927,88.0924,2020-07-05,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-07-05,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,2020-07-05,186,2,183,1,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-07-05,1269,1,1267,1,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2020-07-05,188,0,187,1,Europe
Greenland,Greenland,71.7069,-42.6043,2020-07-05,13,0,13,0,Europe
French Guiana,France,3.9339,-53.1258,2020-07-05,4913,16,1866,3031,Europe
French Polynesia,France,-17.6797,149.4068,2020-07-05,62,0,60,2,Europe
Guadeloupe,France,16.265,-61.551,2020-07-05,184,14,157,13,Europe
Mayotte,France,-12.8275,45.166244,2020-07-05,2661,34,2375,252,Europe
New Caledonia,France,-20.904305,165.618042,2020-07-05,21,0,21,0,Europe
Reunion,France,-21.1151,55.5364,2020-07-05,547,2,472,73,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-07-05,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,2020-07-05,43,3,37,3,Europe
Martinique,France,14.6415,-61.0242,2020-07-05,249,14,98,137,Europe
Aruba,Netherlands,12.5211,-69.9683,2020-07-05,105,3,98,4,Europe
Curacao,Netherlands,12.1696,-68.99,2020-07-05,23,1,19,3,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-07-05,78,15,63,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-07-05,146,9,137,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-07-05,201,1,194,6,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-07-05,571,47,512,12,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-07-05,179,0,176,3,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-07-05,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2020-07-05,11,1,10,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,2020-07-05,5,0,0,5,Americas
Yukon,Canada,64.2823,-135.0,2020-07-05,11,0,0,11,Americas
Anguilla,United Kingdom,18.2206,-63.0686,2020-07-05,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-07-05,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-07-05,47,2,11,34,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-07-05,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-07-05,1,0,1,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-07-06,108,3,105,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-07-06,3433,49,2987,397,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-07-06,30,0,29,1,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-07-06,1068,6,1055,7,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-07-06,443,4,436,3,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-07-06,228,13,215,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-07-06,2824,22,2028,774,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-07-06,621,9,600,12,Western Pacific
Alberta,Canada,53.9333,-116.5765,2020-07-06,8389,155,0,8234,Americas
British Columbia,Canada,53.7267,-127.6476,2020-07-06,2978,183,0,2795,Americas
Manitoba,Canada,53.7609,-98.8139,2020-07-06,325,7,0,318,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-07-06,165,2,0,163,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-07-06,261,3,0,258,Americas
Nova Scotia,Canada,44.682,-63.7443,2020-07-06,1065,63,0,1002,Americas
Ontario,Canada,51.2538,-85.3232,2020-07-06,37829,2743,0,35086,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-07-06,32,0,0,32,Americas
Quebec,Canada,52.9399,-73.5491,2020-07-06,55937,5577,0,50360,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-07-06,805,14,0,791,Americas
Anhui,China,31.8257,117.2264,2020-07-06,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,2020-07-06,929,9,596,324,Western Pacific
Chongqing,China,30.0572,107.874,2020-07-06,582,6,574,2,Western Pacific
Fujian,China,26.0789,117.9874,2020-07-06,363,1,360,2,Western Pacific
Gansu,China,35.7518,104.2861,2020-07-06,167,2,154,11,Western Pacific
Guangdong,China,23.3417,113.4244,2020-07-06,1643,8,1631,4,Western Pacific
Guangxi,China,23.8298,108.7881,2020-07-06,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,2020-07-06,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,2020-07-06,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,2020-07-06,349,6,0,343,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-07-06,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,2020-07-06,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,2020-07-06,1285,7,1157,121,Western Pacific
Hubei,China,30.9756,112.2707,2020-07-06,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,2020-07-06,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-07-06,240,1,237,2,Western Pacific
Jiangsu,China,32.9711,119.455,2020-07-06,654,0,654,0,Western Pacific
Jiangxi,China,27.614,115.7221,2020-07-06,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,2020-07-06,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,2020-07-06,157,2,150,5,Western Pacific
Macau,China,22.1667,113.55,2020-07-06,46,0,45,1,Western Pacific
Ningxia,China,37.2692,106.1655,2020-07-06,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020-07-06,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-07-06,321,3,313,5,Western Pacific
Shandong,China,36.3427,118.1498,2020-07-06,792,7,785,0,Western Pacific
Shanghai,China,31.202,121.4491,2020-07-06,716,7,685,24,Western Pacific
Shanxi,China,37.5777,112.2922,2020-07-06,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,2020-07-06,596,3,581,12,Western Pacific
Tianjin,China,39.3054,117.323,2020-07-06,199,3,194,2,Western Pacific
Tibet,China,31.6927,88.0924,2020-07-06,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-07-06,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,2020-07-06,186,2,183,1,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-07-06,1269,1,1267,1,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2020-07-06,188,0,187,1,Europe
Greenland,Greenland,71.7069,-42.6043,2020-07-06,13,0,13,0,Europe
French Guiana,France,3.9339,-53.1258,2020-07-06,5054,20,1984,3050,Europe
French Polynesia,France,-17.6797,149.4068,2020-07-06,62,0,60,2,Europe
Guadeloupe,France,16.265,-61.551,2020-07-06,184,14,157,13,Europe
Mayotte,France,-12.8275,45.166244,2020-07-06,2679,34,2375,270,Europe
New Caledonia,France,-20.904305,165.618042,2020-07-06,21,0,21,0,Europe
Reunion,France,-21.1151,55.5364,2020-07-06,550,2,472,76,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-07-06,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,2020-07-06,43,3,37,3,Europe
Martinique,France,14.6415,-61.0242,2020-07-06,249,14,98,137,Europe
Aruba,Netherlands,12.5211,-69.9683,2020-07-06,105,3,98,4,Europe
Curacao,Netherlands,12.1696,-68.99,2020-07-06,23,1,19,3,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-07-06,78,15,63,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-07-06,146,9,137,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-07-06,201,1,194,6,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-07-06,577,47,512,18,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-07-06,179,0,176,3,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-07-06,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2020-07-06,11,1,10,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,2020-07-06,5,0,0,5,Americas
Yukon,Canada,64.2823,-135.0,2020-07-06,11,0,0,11,Americas
Anguilla,United Kingdom,18.2206,-63.0686,2020-07-06,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-07-06,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-07-06,48,2,11,35,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-07-06,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-07-06,1,0,1,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-07-07,111,3,105,3,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-07-07,3440,49,2986,405,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-07-07,30,0,29,1,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-07-07,1068,6,1056,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-07-07,443,4,436,3,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-07-07,228,13,215,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-07-07,2942,22,2058,862,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-07-07,624,9,602,13,Western Pacific
Alberta,Canada,53.9333,-116.5765,2020-07-07,8436,157,0,8279,Americas
British Columbia,Canada,53.7267,-127.6476,2020-07-07,2990,183,0,2807,Americas
Manitoba,Canada,53.7609,-98.8139,2020-07-07,325,7,0,318,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-07-07,165,2,0,163,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-07-07,261,3,0,258,Americas
Nova Scotia,Canada,44.682,-63.7443,2020-07-07,1065,63,0,1002,Americas
Ontario,Canada,51.2538,-85.3232,2020-07-07,37917,2744,0,35173,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-07-07,32,0,0,32,Americas
Quebec,Canada,52.9399,-73.5491,2020-07-07,55997,5590,0,50407,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-07-07,806,15,0,791,Americas
Anhui,China,31.8257,117.2264,2020-07-07,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,2020-07-07,929,9,613,307,Western Pacific
Chongqing,China,30.0572,107.874,2020-07-07,582,6,574,2,Western Pacific
Fujian,China,26.0789,117.9874,2020-07-07,363,1,360,2,Western Pacific
Gansu,China,35.7518,104.2861,2020-07-07,167,2,159,6,Western Pacific
Guangdong,China,23.3417,113.4244,2020-07-07,1645,8,1631,6,Western Pacific
Guangxi,China,23.8298,108.7881,2020-07-07,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,2020-07-07,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,2020-07-07,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,2020-07-07,349,6,0,343,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-07-07,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,2020-07-07,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,2020-07-07,1299,7,1161,131,Western Pacific
Hubei,China,30.9756,112.2707,2020-07-07,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,2020-07-07,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-07-07,244,1,237,6,Western Pacific
Jiangsu,China,32.9711,119.455,2020-07-07,654,0,654,0,Western Pacific
Jiangxi,China,27.614,115.7221,2020-07-07,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,2020-07-07,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,2020-07-07,159,2,150,7,Western Pacific
Macau,China,22.1667,113.55,2020-07-07,46,0,45,1,Western Pacific
Ningxia,China,37.2692,106.1655,2020-07-07,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020-07-07,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-07-07,321,3,313,5,Western Pacific
Shandong,China,36.3427,118.1498,2020-07-07,792,7,785,0,Western Pacific
Shanghai,China,31.202,121.4491,2020-07-07,718,7,688,23,Western Pacific
Shanxi,China,37.5777,112.2922,2020-07-07,199,0,198,1,Western Pacific
Sichuan,China,30.6171,102.7103,2020-07-07,598,3,581,14,Western Pacific
Tianjin,China,39.3054,117.323,2020-07-07,199,3,194,2,Western Pacific
Tibet,China,31.6927,88.0924,2020-07-07,1,0,1,0,Western Pacific
